Category,Question,SQL,Result,Condition,Table Used,Element
Enrollments & Grades,Which course has the highest historical average grade?,"SELECT C.course_name, AVG(E.average) AS AverageGrade
FROM Enrollments AS E
JOIN ClassCourse AS CC ON E.class_course_id = CC.class_course_id
JOIN Courses AS C ON CC.course_id = C.course_id
WHERE E.status <> 'Studying'  
GROUP BY C.course_name
HAVING AVG(E.average) = (
    SELECT MAX(AvgGrade)
    FROM (
        SELECT AVG(E2.average) AS AvgGrade
        FROM Enrollments AS E2
        JOIN ClassCourse AS CC2 ON E2.class_course_id = CC2.class_course_id
        JOIN Courses AS C2 ON CC2.course_id = C2.course_id
        WHERE E2.status <> 'Studying'  
        GROUP BY C2.course_name
    ) AS Subquery
);","[
    {
        ""course_name"": ""Mathematics for Developers"",
        ""AverageGrade"": 6.755555555555556
    }
]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Enrollments']","['AS', 'FROM', 'GROUP BY', 'HAVING', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Schedules,Which courses have classes that start after 3:00 PM this semester?,"SELECT DISTINCT T1.course_name
FROM Courses AS T1
INNER JOIN ClassCourse AS T2
  ON T1.course_id = T2.course_id
INNER JOIN Schedules AS T3
  ON T2.class_course_id = T3.class_course_id
WHERE
  DATEPART(hour, T3.start_time) >= 15
  AND T2.semester = 'SU24';","[
    {
        ""course_name"": ""Operating Systems""
    }
]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Schedules']","['AND', 'AS', 'DISTINCT', 'FROM', 'HOUR', 'INNER JOIN', 'ON', 'SELECT', 'WHERE']"
Curriculum and Majors,Which course is required by the most majors?,"SELECT TOP 1 WITH TIES
    c.course_name
FROM
    Curriculums cu
JOIN
    Courses c ON cu.course_id = c.course_id
GROUP BY
    c.course_name
ORDER BY
    COUNT(cu.major_id) DESC;","[
    {
        ""course_name"": ""Programming Fundamentals""
    }
]","{""role"": ""Student"", ""identity"": []}","['Courses', 'Curriculums']","['DESC', 'FROM', 'GROUP BY', 'JOIN', 'ON', 'ORDER BY', 'SELECT', 'WITH']"
Complex/Combined Scenarios,Which are the most difficult courses based on the average grades of all students?,"SELECT TOP 1 WITH TIES
  c.course_name
FROM Enrollments AS e
JOIN ClassCourse AS cc
  ON e.class_course_id = cc.class_course_id
JOIN Courses AS c
  ON cc.course_id = c.course_id
WHERE
  e.status <> 'Studying'
GROUP BY
  c.course_name
ORDER BY
  AVG(e.average) ASC;","[
    {
        ""course_name"": ""Programming Fundamentals""
    }
]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Enrollments']","['AS', 'ASC', 'FROM', 'GROUP BY', 'JOIN', 'ON', 'ORDER BY', 'SELECT', 'WHERE', 'WITH']"
Enrollments & Grades,Which course has the highest number of students passing the subject?,"SELECT TOP 1 WITH TIES
  c.course_name,
  COUNT(DISTINCT e.student_id) AS passed_student_count
FROM Enrollments AS e
JOIN ClassCourse AS cc
  ON e.class_course_id = cc.class_course_id
JOIN Courses AS c
  ON cc.course_id = c.course_id
WHERE
  e.status = 'Passed'
GROUP BY
  c.course_name
ORDER BY
  passed_student_count DESC;","[
    {
        ""course_name"": ""Programming Fundamentals"",
        ""passed_student_count"": 20
    }
]","{""role"": ""Training Manager"", ""identity"": []}","['ClassCourse', 'Courses', 'Enrollments']","['AS', 'DESC', 'DISTINCT', 'FROM', 'GROUP BY', 'JOIN', 'ON', 'ORDER BY', 'SELECT', 'WHERE', 'WITH']"
Schedules,Show my schedule for the next week,"SELECT
    Cou.course_name,
    CC.class_id,
    Sch.start_time,
    Sch.end_time,
    Sch.room,
    Sch.slot
FROM Schedules AS Sch
JOIN ClassCourse AS CC
    ON Sch.class_course_id = CC.class_course_id
JOIN Courses AS Cou
    ON CC.course_id = Cou.course_id
WHERE
    CC.lecturer_id = 'LEC001' 
    AND Sch.start_time >= '2024-06-15'
    AND Sch.start_time < DATEADD(day, 7, '2024-06-15');","[
    {
        ""course_name"": ""Theory of Computation"",
        ""class_id"": ""CS_K2_SP24"",
        ""start_time"": ""2024-06-21 12:50:00"",
        ""end_time"": ""2024-06-21 15:10:00"",
        ""room"": ""R005"",
        ""slot"": 3
    },
    {
        ""course_name"": ""Information Assurance and Security"",
        ""class_id"": ""IA_K1_FA23"",
        ""start_time"": ""2024-06-21 07:30:00"",
        ""end_time"": ""2024-06-21 09:50:00"",
        ""room"": ""R005"",
        ""slot"": 1
    }
]","{""role"": ""Lecturer"", ""identity"": [""LEC001""]}","['ClassCourse', 'Courses', 'Schedules']","['AND', 'AS', 'DAY', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Enrollments & Grades,What is my GPA?,"WITH RankedEnrollments AS (
  SELECT
    E.student_id,
    E.average,
    C.no_credit,
    CC.course_id,
    ROW_NUMBER() OVER (
      PARTITION BY
        E.student_id,
        CC.course_id
      ORDER BY
        TRY_CAST(RIGHT(CC.semester, 2) AS INT) DESC,
        CASE LEFT(CC.semester, 2)
          WHEN 'FA' THEN 3 
          WHEN 'SU' THEN 2 
          WHEN 'SP' THEN 1 
          ELSE 0
        END DESC,
        E.enrollment_id DESC 
    ) as rn
  FROM Enrollments AS E
  JOIN ClassCourse AS CC
    ON E.class_course_id = CC.class_course_id
  JOIN Courses AS C
    ON CC.course_id = C.course_id
  WHERE
    E.student_id = 'HE00001' 
    AND E.status <> 'Studying' 
    AND C.no_credit > 0 
), FilteredEnrollments AS (
  SELECT
    student_id,
    average,
    no_credit
  FROM RankedEnrollments
  WHERE
    rn = 1 
), StudentGPA AS (
  SELECT
    FE.student_id,
    CASE 
      WHEN SUM(FE.no_credit) > 0 THEN SUM(FE.average * FE.no_credit) / CAST(SUM(FE.no_credit) AS FLOAT)
      ELSE 0
    END AS CumulativeGPA,
    SUM(FE.no_credit) as TotalCreditsConsidered
  FROM FilteredEnrollments AS FE
  GROUP BY
    FE.student_id
)
SELECT
  SG.CumulativeGPA
FROM StudentGPA AS SG","[
    {
        ""CumulativeGPA"": 7.75
    }
]","{""role"": ""Student"", ""identity"": [""HE00001""]}","['ClassCourse', 'Courses', 'Enrollments', 'FilteredEnrollments', 'RankedEnrollments', 'StudentGPA']","['AND', 'AS', 'BY', 'CASE', 'DESC', 'ELSE', 'END', 'FLOAT', 'FROM', 'GROUP BY', 'INT', 'JOIN', 'ON', 'ORDER BY', 'OVER', 'PARTITION', 'SELECT', 'THEN', 'WHEN', 'WHERE', 'WITH']"
Departments,Find the department named 'Computing Fundamental'.,"SELECT
  *
FROM Departments
WHERE
  dep_name = 'Computing Fundamental';","[
    {
        ""dep_id"": ""D01"",
        ""dep_name"": ""Computing Fundamental""
    }
]","{""role"": ""Training Manager"", ""identity"": []}",['Departments'],"['FROM', 'SELECT', 'WHERE']"
Departments,List all departments.,"SELECT
  dep_id,
  dep_name
FROM Departments;","[
    {
        ""dep_id"": ""D01"",
        ""dep_name"": ""Computing Fundamental""
    },
    {
        ""dep_id"": ""D02"",
        ""dep_name"": ""Artificial Intelligence""
    },
    {
        ""dep_id"": ""D03"",
        ""dep_name"": ""Information Assurance""
    },
    {
        ""dep_id"": ""D04"",
        ""dep_name"": ""Software Engineering""
    }
]","{""role"": ""Training Manager"", ""identity"": []}",['Departments'],"['FROM', 'SELECT']"
Attendance,"Which students have been marked 'Absent' in this semester, including both student id and student name?","SELECT DISTINCT
    U.fullname
FROM
    Users U
JOIN Students ST ON U.user_id = ST.student_id
JOIN Enrollments E ON ST.student_id = E.student_id
JOIN ClassCourse CC ON E.class_course_id = CC.class_course_id
JOIN Attendance A ON E.enrollment_id = A.enrollment_id
WHERE
    CC.semester = 'SU24' 
    AND A.status = 'Absent';","[
    {
        ""fullname"": ""Bùi Thanh Thảo""
    },
    {
        ""fullname"": ""Bùi Thị Lan""
    },
    {
        ""fullname"": ""Châu Mỹ Lệ""
    },
    {
        ""fullname"": ""Châu Thị Thảo""
    },
    {
        ""fullname"": ""Đặng Minh Khôi""
    },
    {
        ""fullname"": ""Đặng Văn Khánh""
    },
    {
        ""fullname"": ""Đỗ Quốc Bảo""
    },
    {
        ""fullname"": ""Đoàn Minh Nguyệt""
    },
    {
        ""fullname"": ""Đoàn Thị Phượng""
    },
    {
        ""fullname"": ""Dương Văn Oai""
    },
    {
        ""fullname"": ""Hồ Đức Anh""
    },
    {
        ""fullname"": ""Hồ Văn Minh""
    },
    {
        ""fullname"": ""Hoàng Thị Kim Anh""
    },
    {
        ""fullname"": ""Hoàng Văn Giang""
    },
    {
        ""fullname"": ""Kiều Diễm My""
    },
    {
        ""fullname"": ""Kiều Thị Trinh""
    },
    {
        ""fullname"": ""Lê Ngọc Bích""
    },
    {
        ""fullname"": ""Lê Quang Huy""
    },
    {
        ""fullname"": ""Lê Thị Thu Trang""
    },
    {
        ""fullname"": ""Lê Văn Cường""
    },
    {
        ""fullname"": ""Lý Văn Quân""
    },
    {
        ""fullname"": ""Mai Thị Quỳnh""
    },
    {
        ""fullname"": ""Ngô Thị Nga""
    },
    {
        ""fullname"": ""Nguyễn Tiến Dũng""
    },
    {
        ""fullname"": ""Nguyễn Văn An""
    },
    {
        ""fullname"": ""Phạm Thị Dung""
    },
    {
        ""fullname"": ""Phạm Thu Diệu""
    },
    {
        ""fullname"": ""Phạm Văn Hải""
    },
    {
        ""fullname"": ""Phan Anh Tuấn""
    },
    {
        ""fullname"": ""Phan Tuấn Kiệt""
    },
    {
        ""fullname"": ""Phan Văn Sơn""
    },
    {
        ""fullname"": ""Tăng Quốc Hùng""
    },
    {
        ""fullname"": ""Tăng Văn Toàn""
    },
    {
        ""fullname"": ""Trần Diệu My""
    },
    {
        ""fullname"": ""Trần Minh Chiến""
    },
    {
        ""fullname"": ""Trần Ngọc Mai""
    },
    {
        ""fullname"": ""Trần Thị Bình""
    },
    {
        ""fullname"": ""Trịnh Văn Tuấn""
    },
    {
        ""fullname"": ""Võ Thành Đạt""
    },
    {
        ""fullname"": ""Võ Thị Kim Chi""
    },
    {
        ""fullname"": ""Vũ Thị Hương""
    },
    {
        ""fullname"": ""Vũ Thùy Dương""
    },
    {
        ""fullname"": ""Vương Thị Uyên""
    }
]","{""role"": ""Training Manager"", ""identity"": []}","['Attendance', 'ClassCourse', 'Enrollments', 'Students', 'Users']","['AND', 'DISTINCT', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Enrollments & Grades,What is the lowest average grade of students in any subject?,"SELECT U.fullname, E.average
FROM Enrollments AS E
JOIN Students AS S ON E.student_id = S.student_id
JOIN Users AS U ON S.student_id = U.user_id
WHERE E.average = (
    SELECT MIN(average)
    FROM Enrollments
    WHERE status <> 'Studying'
) AND E.status <> 'Studying';","[
    {
        ""fullname"": ""Lý Hoàng Nam"",
        ""average"": 2.5
    }
]","{""role"": ""Training Manager"", ""identity"": []}","['Enrollments', 'Students', 'Users']","['AND', 'AS', 'FROM', 'JOIN', 'ON', 'SELECT', 'WHERE']"
Complex/Combined Scenarios,Which student has the highest average grade across all their courses?,"SELECT TOP 1 WITH TIES
  u.fullname
FROM Enrollments AS e
JOIN Students AS s
  ON e.student_id = s.student_id
JOIN Users AS u
  ON s.student_id = u.user_id
WHERE
  e.status <> 'Studying'
GROUP BY
  e.student_id,
  u.fullname
ORDER BY
  AVG(e.average) DESC;","[
    {
        ""fullname"": ""Mai Bảo Châu""
    }
]","{""role"": ""Training Manager"", ""identity"": []}","['Enrollments', 'Students', 'Users']","['AS', 'DESC', 'FROM', 'GROUP BY', 'JOIN', 'ON', 'ORDER BY', 'SELECT', 'WHERE', 'WITH']"
